QUEST;ID_DOMICILIO;ESTRATO;UPA;CLASSE_2015;CLASSE_2008;AREA;RENDA_FAMILIAR;GRAU_INSTRUCAO;RESP_SEXO;RESP_IDADE;RESP_ESCOLARIDADE;RESP_PEA;RELIGIAO_KIDS;RACA_RESP_KIDS;D1;D2;D3_A;D3_B;D3_C;D3_D;D3_E;D3_F;D3_G;D3_H;D3_I;D3_OUTRO;D4;D5;D6;D7_A;D7_B;D7_C;D7_D;D7_E;D7_F;D7_G;D7_OUTRO;E3;E4_A;E4_B;E4_C;E4_D;E4_E;E4_F;E4_G;E5_A;E5_B;E5_C;E5_D;E5_E;E5_F;E5_G;E6_A;E6_B;E6_C;E6_D;E6_E;E6_F_1;E6_G;E7_A;E7_B;E7_C;E7_D;F1;SEXO_KIDS;IDADE_KIDS;ESC1;RACA_KIDS;M1_A;M1_B;M1_C;M1_D;M1_E;M1_F;M1_OUTRO;M2;M3;M4_A;M4_B;M4_C;M4_D;M4_E;M4_F;M4_G;M4_H;M4_I;M4_J;M4_OUTRO;M5;M6_A;M6_B;M7A_A;M7A_B;M7A_C;M7A_D;M7A_E;M7A_F;M7A_H;M7A_OUTRO;M7_G;M8;N1_A1;N1_B1;N1_C;N1_D;N1_E1;N1_F1;N1_G;N1_H;N1_1_I;N1_1_L;N1_1_P;N1_1_Q;N1_2_R;N1_2_K;N1_2_M;N1_3_S;N1_3_T;N1_3_Y;N1_3_J1;N1_3_N1;N1_4_V;N1_4_U;N1_4_X;N1_4_Z;N1_4_O;N2_A1;N2_B1;N2_C;N2_D;N2_E1;N2_F1;N2_G;N2_H;N3;R1_A;R1_B;R1_C;R2A_A;R2A_B1;R2A_C;R2A_D;R2A_E;R2A_F1;R2A_G;R2A_H;R2A_I1;R2A_J;R3A_J;R3A_K;R3A_L;U1;U1A;U2_A;U2_B;U2_C;U2_D;U2_E;U2_F_1;U2_G;U3_A;U3_B;U3_C;U3_D;U3_E;U3_F;U3_G;U4_A;U4_B;U4_C;U4_D;U4_E;U4_F;U4_G;T0;T0A;T0B_A;T0B_B;T0B_C;T0B_D;T0B_E;T0B_F;T0B_G;T0B_H;T1A;T2_A;T2_B;T2_C;T2_D;T2_OUTRO;T3;T4_1;T5_A_1;T5_B_1;T5_C_3;T5_D_4;T5_E_5;T5_F_6;T5_OUTRO_1;T6;T7_A;T7_B;T7_C;T7_D;T7_E;T8;T9_A;T9_B;T9_C;T9_D;T9_E;T9_F;T10_A;T10_B;T10_C;T10_D;T10_F;T10_E;T11_A;T11_B;T11_C;T11_D;T11_E;T11_F;T12_A;T12_B;T12_C;T12_D;T12_E;T12_F;T13_A;T13_B;T13_C;T13_D;T13_E;T13_F;T14;T15_A;T15_B;T15_C;T15_D;T15_E;T15_F;T16;T17;T18;T19_A;T19_B;T19_C;T19_D;T19_E;T19_F;T19_G;T19_H;T19_I;T19_J;T19_OUTRO;T20;T21_A;T21_B;T21_C;T21_D;T21_E;T21_F;T21_G;T21_H;T21_I;T21_J;T21_K;AV1_1;AV1_2;AV1_3;AV1_4;AV2_1;AV2_2;AV2_3;AV2_4;AV3_1;AV3_2;AV3_3;AV3_4;AV3_5;AV3_6;AV4;AV5;PESO;COD_REGIAO_2;RENDA_FAMILIAR_2;ESCOLARIDADE;FAIXA_ETARIA;M8_FAIXA;M1_AGREG;M1_DISPOSITIVOS;A1B_EXCLUSIVO;A4_AGREG
122080452;31051;101;685;4;4;1;1;4;2;30;10;1;15;2;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;3;3;1;3;2;3;3;0;0;0;0;0;1;9;4;2;0;0;0;0;0;0;0;0;99;1;0;0;0;0;0;0;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99999999;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;99;99;99;99;99;99;99;99;99;99;2;2;2043,71041106973;5;1;3;1;98;0;99;99;0
127963085;31054;101;685;4;3;1;3;4;1;43;10;1;1;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;3;2;2;1;1;1;1;0;2;13;9;98;0;0;1;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;1;1;0;0;0;0;0;0;9;0;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;99;1;3;99;99;1;1;1;0;3;3;3;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;99;99;99;99;99;1;0;99;99;99;99;99;99;99;99;98;98;98;98;1;99;98;98;98;98;98;1;97;97;97;97;97;1;98;98;98;98;98;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3;1;1892,74557387763;5;3;3;3;4;1;3;1;0
128159852;31079;101;686;3;3;1;3;4;2;39;10;4;1;2;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;1;1;0;1;1;1;1;2;3;3;3;3;1;0;0;1;0;1;9;4;1;0;0;0;0;0;0;0;1;2;1;1;1;0;1;0;0;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99999999;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0;1;0;0;99;99;99;99;99;99;99;99;99;99;2;2;2452,40348666196;5;3;3;1;98;0;99;99;0
128210947;31101;45;274;3;3;1;1;4;2;40;10;4;3;1;1;2;99;1;0;0;0;97;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;17;10;4;0;0;0;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;5;1;0;1;0;1;0;0;1;0;1;1;15;1;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;1;5;99;99;1;2;1;1;1;0;3;3;3;1;0;0;1;0;0;1;1;0;1;1;1;1;2;1;3;3;1;1;3;3;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;0;99;99;99;99;99;99;99;99;99;1;1;0;0;0;0;97;0;99;99;99;99;99;99;99;99;98;1;98;98;98;97;98;98;98;98;98;98;97;97;97;97;97;97;97;97;97;97;97;97;98;98;98;98;98;98;0;0;0;1;0;0;97;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;1;0;3;2;1711,8009224895;5;1;3;4;8;0;2;1;1
128343540;31118;45;274;4;3;2;1;4;2;33;10;5;1;3;0;99;99;1;1;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2;12;8;5;0;0;0;0;0;0;0;0;99;0;1;1;0;0;0;0;1;1;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99999999;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;1;1;0;99;99;99;99;99;99;99;99;99;99;3;1;2394,5679690365;5;1;3;2;98;0;99;99;1
128343541;31119;45;274;4;4;2;1;2;2;37;7;2;3;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;3;1;3;1;0;1;1;0;1;14;9;3;0;0;0;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;0;1;0;0;0;0;0;1;99999997;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;2;1;99;1;1;1;0;1;3;3;1;1;1;1;1;1;1;1;1;1;0;1;1;2;3;1;1;1;1;2;1;2;1;1;1;1;0;1;0;1;0;1;1;1;1;0;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;0;1;0;0;1;1;1;0;0;0;98;1;1;98;98;0;1;1;0;1;0;0;97;97;97;97;97;1;1;1;0;0;0;0;98;1;98;98;98;98;1;0;0;0;0;0;1;0;1;0;0;0;0;0;99;1;0;1;0;0;0;0;0;0;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3;1;4560,42720171595;5;1;2;3;97;0;2;1;1
125741702;31128;44;275;3;4;1;3;3;2;43;10;1;1;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;3;3;3;0;0;0;1;0;2;14;10;3;0;0;0;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;0;1;0;0;0;0;0;0;2;0;0;0;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;99;99;99;1;2;1;99;1;99;3;3;3;1;0;0;1;1;1;0;1;0;0;1;1;1;2;1;1;1;1;1;3;1;3;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;98;98;98;98;1;99;98;98;98;98;98;1;97;97;97;97;97;1;98;98;98;98;98;1;98;98;98;98;98;1;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;1;0;0;0;0;0;0;1;1;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;0;1;0;0;1;0;0;0;0;0;0;1;0;0;3;2;29895,5366561151;5;3;3;3;1;0;2;1;1
122066116;31149;44;275;4;4;1;2;1;2;29;5;1;3;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;97;2;3;3;0;0;0;0;0;2;9;4;3;0;0;0;1;0;1;0;99;1;99;99;99;99;99;99;99;99;99;99;99;2;1;1;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;99;99;99;99;1;99;1;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2;3;1;1;2;3;3;3;3;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;1;0;0;1;0;0;0;1;0;0;0;0;0;2;2;17301,9311350023;5;2;1;1;4;0;2;3;1
122461682;31160;44;275;3;3;1;3;1;2;42;5;1;1;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;1;0;0;1;1;1;3;1;3;1;1;0;0;0;0;0;2;13;8;3;0;0;0;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;0;1;0;0;0;0;0;0;99999997;0;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;99;99;2;99;1;1;1;1;99;3;2;1;1;0;1;1;1;1;0;1;0;0;0;1;1;2;1;1;1;1;1;3;1;3;0;1;0;0;0;0;1;0;1;0;1;97;1;1;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;97;0;99;99;99;99;99;99;99;99;98;98;98;98;1;99;98;98;98;98;98;1;97;97;97;97;97;1;98;1;98;98;98;98;98;98;98;1;98;98;0;0;0;0;0;1;98;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3;2;36308,1259373593;5;3;1;3;97;0;2;1;1
122427985;31185;44;275;4;4;1;2;2;1;33;7;1;15;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;3;3;1;0;1;1;0;1;12;5;3;0;0;0;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;3;0;1;1;0;1;0;0;0;0;0;0;99999998;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;99;99;99;2;99;99;0;2;2;3;0;0;0;1;1;0;1;1;0;0;0;1;1;2;3;1;2;1;1;3;3;3;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;97;97;97;97;97;99;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;1;0;0;1;0;0;0;1;0;0;0;0;0;2;2;21318,0410986447;5;2;2;2;98;0;2;2;1
119934227;31195;45;276;3;2;1;4;5;2;33;12;1;15;2;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;3;3;1;1;1;1;0;1;10;4;3;1;0;0;1;1;1;0;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;1;0;0;0;0;0;0;7;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;1;99;2;99;2;1;3;1;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;2;1;1;1;1;3;3;3;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;98;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;0;0;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;1;0;0;1;0;0;0;1;0;0;0;0;0;2;1;1292,21451156813;5;4;3;1;2;1;3;3;1
119991903;31214;45;276;3;3;1;4;3;1;45;8;1;3;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;1;0;0;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;3;1;1;1;1;0;2;12;6;3;0;0;0;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;2;1;1;1;0;1;0;0;0;0;0;0;99999997;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;99;99;3;99;99;99;2;4;99;3;1;3;1;0;0;1;1;1;0;1;0;0;0;0;1;1;2;2;3;2;1;3;3;3;1;1;0;1;1;1;0;1;1;1;1;0;1;1;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;98;98;98;98;1;99;98;98;98;98;98;1;97;97;97;97;97;97;98;98;98;98;98;1;98;98;98;98;98;1;97;97;97;97;97;97;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3;2;1946,08137142916;5;4;2;2;97;0;2;3;1
127921060;31215;45;276;3;3;1;2;3;2;34;9;3;1;3;1;2;99;1;1;0;0;1;1;0;1;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;12;7;3;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;0;1;1;0;99;99;99;99;99;99;99;99;99;99;99;99;99999999;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;1;1;0;99;99;99;99;99;99;99;99;99;99;3;1;1681,0948607336;5;2;3;2;98;0;99;99;1
122790712;31225;45;276;3;3;1;3;2;2;54;7;1;3;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;3;1;0;1;1;0;1;17;7;4;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;1;99;99;99;99;99;99;99;99;99;99;99;99;99999999;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0;1;0;0;99;99;99;99;99;99;99;99;99;99;2;2;990,017841551884;5;3;2;4;98;0;99;99;0
127819663;31241;45;276;4;4;1;1;2;2;60;7;1;1;3;1;2;99;0;0;0;0;0;0;0;0;1;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;14;8;2;0;0;0;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;2;1;1;0;0;1;0;0;0;0;0;1;12;1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;99;2;2;2;99;99;1;3;3;3;1;0;1;1;1;1;1;1;0;1;1;1;1;3;4;1;1;1;1;1;1;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;99;99;99;99;99;99;99;99;99;1;0;0;1;0;0;0;0;99;99;99;99;99;99;99;99;98;1;98;98;98;0;98;98;98;98;98;98;97;97;97;1;97;97;98;98;98;98;98;98;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;1;0;0;1;1;0;0;0;0;0;1;0;0;3;1;959,820894185723;5;1;2;3;7;0;2;3;1
127921063;31247;45;276;4;4;2;1;3;1;56;9;2;1;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;2;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;1;1;2;3;1;3;0;0;0;1;0;1;17;12;1;0;1;0;1;0;1;0;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;1;1;0;1;1;0;1;11;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;1;1;99;2;2;1;1;1;1;3;3;3;1;0;1;1;1;1;1;1;1;1;0;1;1;2;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;98;98;98;98;98;1;1;1;0;1;1;0;98;98;98;98;98;1;98;98;98;98;98;1;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;1;98;98;98;98;98;98;98;98;98;98;98;0;99;99;99;99;99;99;99;99;99;99;99;0;1;0;0;1;0;0;0;0;0;0;1;0;0;3;1;3413,34003317515;5;1;3;4;6;1;3;3;1
127693746;31270;45;276;4;4;1;4;2;2;59;6;5;1;3;1;1;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;3;1;1;3;3;3;3;99;99;99;99;0;2;17;12;3;1;0;0;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;1;0;1;1;1;1;0;0;1;1;0;0;14;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;99;99;1;2;2;1;1;99;3;1;3;1;1;1;1;1;1;1;1;0;1;0;1;1;2;3;3;1;1;3;3;3;3;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;98;98;98;98;1;99;98;98;98;98;98;1;97;97;97;97;97;1;98;98;98;98;98;1;98;98;98;98;98;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;1;1;0;1;0;1;0;0;0;0;1;0;0;3;1;915,669638058589;5;4;1;4;8;1;3;2;1
115987286;31295;44;277;2;2;1;4;5;1;39;12;1;1;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;2;3;3;1;97;97;97;0;2;12;6;3;0;0;0;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;97;1;0;1;0;0;1;0;0;0;99999997;0;97;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;99;99;99;1;4;99;99;1;99;1;1;3;1;0;0;0;1;1;0;1;0;0;0;0;1;1;3;2;3;1;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;98;98;98;98;1;99;98;98;98;98;98;1;97;97;97;97;97;1;98;98;98;98;98;1;98;98;98;98;98;1;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3;1;22059,0034376984;5;4;3;2;97;0;2;1;1
114176052;31308;44;277;2;3;1;97;3;1;26;9;1;12;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;1;1;2;1;3;0;0;0;0;0;2;16;10;98;1;0;0;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;1;0;0;1;1;0;1;10;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;0;0;1;0;1;0;4;4;3;4;3;1;3;1;0;3;3;3;1;0;0;1;1;1;0;1;0;1;1;1;1;2;2;1;1;1;1;1;1;3;0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;0;98;99;99;99;99;99;99;99;99;1;1;0;0;0;1;98;98;98;98;98;1;97;97;97;97;97;1;98;98;98;98;98;1;98;98;98;98;98;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;1;0;0;1;0;0;0;0;0;0;1;0;0;3;1;13427,1510784567;5;97;3;4;5;1;3;3;1
114183683;31316;44;277;3;3;1;2;1;1;57;5;5;12;4;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;1;3;3;0;0;0;0;97;2;16;11;3;0;0;0;1;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;1;0;1;1;1;0;1;99999997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;0;2;2;3;2;1;1;2;1;0;3;3;3;1;1;1;1;1;1;1;1;0;0;1;1;1;2;2;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;1;0;1;98;98;98;98;98;98;98;98;98;98;99;99;99;99;99;98;98;99;99;99;99;99;99;99;99;98;98;98;98;98;99;98;98;98;98;98;98;97;97;97;97;97;97;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;99;99;99;99;99;99;99;99;98;99;99;99;99;99;99;99;99;99;99;99;98;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3;1;13427,1510784567;5;2;1;4;97;0;2;3;1
